Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
04/18/2019,NFLX190418C00417500,0.99,-0.515,0.95,1.02,38,0.5632,0.0678,0.0039,38,417.500,NFLX190418P00417500,55.5,3.4,56.55,57.2,1,0.5472,-0.9381,0.0037,2
04/18/2019,NFLX190418C00420000,0.85,-0.475,0.84,0.88,448,0.5666,0.061,0.0036,2842,420.000,NFLX190418P00420000,59.65,5.15,59,59.5,10,0.5467,-0.9459,0.0034,135
04/18/2019,NFLX190418C00422500,0.77,-0.39,0.73,0.78,5,0.5667,0.0537,0.0032,6,422.500,NFLX190418P00422500,60.4,3.625,61.35,61.9,10,0.5435,-0.9537,0.003,13
04/18/2019,NFLX190418C00425000,0.67,-0.35,0.63,0.69,120,0.5706,0.0484,0.0029,1633,425.000,NFLX190418P00425000,0,0,63.7,64.35,0,0.5513,-0.9574,0.0027,69
04/18/2019,NFLX190418C00430000,0.43,-0.365,0.48,0.55,134,0.576,0.0384,0.0024,4771,430.000,NFLX190418P00430000,0,0,68.55,69.25,0,0.5577,-0.9662,0.0022,42
04/18/2019,NFLX190418C00435000,0.42,-0.205,0.4,0.44,40,0.5819,0.0308,0.002,685,435.000,NFLX190418P00435000,0,0,73.55,74.2,0,0.5702,-0.9718,0.0019,47
04/18/2019,NFLX190418C00440000,0.32,-0.18,0.29,0.35,40,0.5898,0.0251,0.0017,694,440.000,NFLX190418P00440000,0,0,77.35,80.15,0,0.05,-1,0,83
04/18/2019,NFLX190418C00445000,0.29,-0.11,0.25,0.28,8,0.6,0.0207,0.0014,225,445.000,NFLX190418P00445000,83.2,4.3,83.5,84.25,15,0.05,-1,0,23
04/18/2019,NFLX190418C00450000,0.22,-0.105,0.19,0.23,53,0.6108,0.0175,0.0012,1179,450.000,NFLX190418P00450000,88.1,4.125,88.45,89.15,4,0.6435,-0.9771,0.0014,6
04/18/2019,NFLX190418C00455000,0.22,-0.045,0.15,0.2,4,0.6134,0.0136,0.0009,203,455.000,NFLX190418P00455000,0,0,92.2,95.25,0,0.6686,-0.9782,0.0013,0
04/18/2019,NFLX190418C00460000,0.17,-0.055,0.15,0.17,36,0.6345,0.0126,0.0009,495,460.000,NFLX190418P00460000,0,0,97.15,100.2,0,0.05,-1,0,0
04/18/2019,NFLX190418C00465000,0.14,-0.045,0.07,0.16,27,0.6328,0.0095,0.0007,164,465.000,NFLX190418P00465000,0,0,102.15,105.05,0,0.05,-1,0,0
04/18/2019,NFLX190418C00470000,0,0,0.07,0.14,0,0.6484,0.0085,0.0006,560,470.000,NFLX190418P00470000,0,0,107.15,110.1,0,0.05,-1,0,0
04/18/2019,NFLX190418C00475000,0.07,-0.045,0.05,0.13,3,0.6586,0.0072,0.0005,103,475.000,NFLX190418P00475000,0,0,112.15,115,0,0.05,-1,0,0
04/18/2019,NFLX190418C00480000,0.08,-0.03,0.05,0.1,4,0.6614,0.0057,0.0004,62,480.000,NFLX190418P00480000,0,0,117.15,120,0,0.05,-1,0,0
04/18/2019,NFLX190418C00485000,0,0,0.03,0.13,0,0.6749,0.0051,0.0004,33,485.000,NFLX190418P00485000,0,0,122.15,126,0,0.05,-1,0,0
04/18/2019,NFLX190418C00490000,0,0,0.02,0.1,0,0.6915,0.0047,0.0003,44,490.000,NFLX190418P00490000,0,0,127.15,130.15,0,0.05,-1,0,0
04/18/2019,NFLX190418C00495000,0,0,0,0.09,0,0.691,0.0036,0.0003,33,495.000,NFLX190418P00495000,0,0,132.15,135,0,0.05,-1,0,0
04/18/2019,NFLX190418C00500000,0.04,-0.035,0,0.04,10,0.6578,0.0018,0.0001,234,500.000,NFLX190418P00500000,0,0,136.4,140.05,0,0.05,-1,0.0009,0
04/18/2019,NFLX190418C00510000,0,0,0,0.08,0,0.7086,0.0021,0.0002,10,510.000,NFLX190418P00510000,0,0,146.35,150.15,0,0.05,-1,0.0008,0
04/18/2019,NFLX190418C00520000,0.06,0.04,0,0.07,1,0.7426,0.0019,0.0001,12,520.000,NFLX190418P00520000,0,0,156.4,160.15,0,0.05,-1,0.0007,0
04/18/2019,NFLX190418C00530000,0,0,0,0.07,1,0.7636,0.0015,0.0001,0,530.000,NFLX190418P00530000,0,0,167.15,170.15,0,0.05,-1,0.0007,0
04/18/2019,NFLX190418C00540000,0.04,0.02,0,0.06,1,0.8238,0.0021,0.0001,3,540.000,NFLX190418P00540000,0,0,177.2,180.15,0,0.05,-1,0.0007,0
04/18/2019,NFLX190418C00550000,0,0,0,0.05,0,0.8077,0.0011,0.0001,67,550.000,NFLX190418P00550000,0,0,187.2,190.1,0,0.05,-1,0.0006,0
04/18/2019,NFLX190418C00560000,0,0,0,0.06,0,0.8893,0.0019,0.0001,2,560.000,NFLX190418P00560000,0,0,197.2,200.15,0,0.05,-1,0.0006,0
04/18/2019,NFLX190418C00570000,0,0,0,0.05,0,0.9066,0.0016,0.0001,0,570.000,NFLX190418P00570000,0,0,207.2,210.2,0,0.05,-1,0.0006,0
04/18/2019,NFLX190418C00580000,0.01,0,0,0.01,1,0.817,0.0003,0,5,580.000,NFLX190418P00580000,0,0,218.05,219.2,0,0.05,-1,0.0005,0
04/18/2019,NFLX190418C00590000,0,0,0,0.03,0,0.9241,0.0009,0.0001,29,590.000,NFLX190418P00590000,0,0,228.1,229.25,0,0.05,-1,0.0005,0
04/18/2019,NFLX190418C00600000,0,0,0,0.02,0,0.9173,0.0006,0,76,600.000,NFLX190418P00600000,0,0,238.05,239.25,0,0.05,-1,0.0005,0
04/26/2019,NFLX190426C00220000,0,0,140,143.2,0,0.946,0.9931,0.0002,0,220.000,NFLX190426P00220000,0,0,0,0.06,0,0.7789,-0.0015,0.0001,3
04/26/2019,NFLX190426C00225000,0,0,135.2,138.25,0,0.897,0.9933,0.0003,0,225.000,NFLX190426P00225000,0,0,0,0.11,0,0.749,-0.0017,0.0001,0
04/26/2019,NFLX190426C00230000,0,0,130.3,133.2,0,0.8252,0.9946,0.0002,0,230.000,NFLX190426P00230000,0,0,0,0.12,0,0.727,-0.002,0.0001,0
04/26/2019,NFLX190426C00235000,0,0,125.1,128.25,0,0.858,0.9906,0.0004,0,235.000,NFLX190426P00235000,0.03,-0.025,0,0.12,2,0.6953,-0.0021,0.0001,7
04/26/2019,NFLX190426C00240000,0,0,120.2,123.2,0,0.8419,0.9887,0.0004,0,240.000,NFLX190426P00240000,0,0,0,0.13,0,0.6726,-0.0024,0.0001,14
04/26/2019,NFLX190426C00245000,0,0,115.1,118.3,0,0.7893,0.9894,0.0004,0,245.000,NFLX190426P00245000,0,0,0.05,0.09,0,0.6806,-0.004,0.0002,35
04/26/2019,NFLX190426C00250000,0,0,110.25,113.25,0,0.7605,0.9883,0.0005,7,250.000,NFLX190426P00250000,0,0,0.07,0.12,1,0.664,-0.005,0.0003,470
04/26/2019,NFLX190426C00255000,0,0,105.1,108.35,0,0.7319,0.987,0.0006,0,255.000,NFLX190426P00255000,0,0,0.04,0.14,0,0.6395,-0.0057,0.0003,10
04/26/2019,NFLX190426C00260000,0,0,100.15,103.4,0,0.706,0.9853,0.0006,0,260.000,NFLX190426P00260000,0.18,0.03,0.07,0.18,1,0.6306,-0.0077,0.0004,5
04/26/2019,NFLX190426C00265000,0,0,95.4,98.35,0,0.6953,0.9816,0.0008,0,265.000,NFLX190426P00265000,0.18,-0.02,0.15,0.2,46,0.6216,-0.0101,0.0005,353
04/26/2019,NFLX190426C00270000,0,0,90.3,93.5,0,0.6726,0.9787,0.0009,0,270.000,NFLX190426P00270000,0.3,0.02,0.22,0.27,5,0.6122,-0.0133,0.0007,305
04/26/2019,NFLX190426C00275000,0,0,85.35,88.6,0,0.6672,0.9726,0.0012,3,275.000,NFLX190426P00275000,0,0,0.3,0.36,1,0.6045,-0.0176,0.0009,136
04/26/2019,NFLX190426C00280000,0,0,80.55,83.7,0,0.645,0.9683,0.0014,0,280.000,NFLX190426P00280000,0.43,-0.035,0.4,0.47,102,0.5969,-0.0229,0.0011,294
04/26/2019,NFLX190426C00285000,0,0,75.75,78.85,0,0.6497,0.9575,0.0017,5,285.000,NFLX190426P00285000,0.67,0.055,0.55,0.61,4,0.5903,-0.0299,0.0014,60
04/26/2019,NFLX190426C00290000,0,0,70.95,74.05,0,0.6244,0.9516,0.002,5,290.000,NFLX190426P00290000,0.86,0.07,0.71,0.79,8,0.5824,-0.0383,0.0018,98
04/26/2019,NFLX190426C00295000,0,0,67.25,70,0,0.596,0.9457,0.0023,3,295.000,NFLX190426P00295000,0.98,-0.03,0.94,1,110,0.5754,-0.0486,0.0022,122
04/26/2019,NFLX190426C00300000,0,0,62.55,65.3,0,0.5887,0.9325,0.0028,16,300.000,NFLX190426P00300000,1.3,0.025,1.23,1.31,37,0.5691,-0.0614,0.0027,209
04/26/2019,NFLX190426C00305000,59.5,-4.05,57.95,58.7,5,0.5753,0.9189,0.0032,6,305.000,NFLX190426P00305000,1.62,0.005,1.58,1.68,88,0.562,-0.0766,0.0032,190
04/26/2019,NFLX190426C00310000,0,0,51.6,54.15,0,0.5701,0.8999,0.0038,2,310.000,NFLX190426P00310000,2.07,0.05,2.04,2.14,27,0.5555,-0.0947,0.0038,150
04/26/2019,NFLX190426C00315000,0,0,48.95,49.65,0,0.5613,0.8792,0.0045,5,315.000,NFLX190426P00315000,2.65,0.13,2.58,2.68,140,0.5486,-0.1159,0.0044,242
04/26/2019,NFLX190426C00320000,0,0,44.75,45.35,0,0.552,0.8555,0.0051,14,320.000,NFLX190426P00320000,3.25,0.125,3.25,3.4,83,0.5438,-0.1412,0.0051,190
04/26/2019,NFLX190426C00322500,0,0,42.55,43.25,0,0.5503,0.8413,0.0055,0,322.500,NFLX190426P00322500,3.5,0,3.65,3.8,1,0.5415,-0.1551,0.0055,59
04/26/2019,NFLX190426C00325000,42.7,-3.075,40.55,41.2,2,0.5455,0.8273,0.0058,10,325.000,NFLX190426P00325000,4.14,0.265,4.05,4.25,75,0.5373,-0.1693,0.0058,307
04/26/2019,NFLX190426C00327500,0,0,38.5,39.15,0,0.5437,0.8114,0.0062,0,327.500,NFLX190426P00327500,4.6,0.325,4.55,4.75,14,0.5361,-0.1855,0.0062,46
04/26/2019,NFLX190426C00330000,0,0,36.55,37.15,0,0.5401,0.7953,0.0065,2,330.000,NFLX190426P00330000,5.1,0.375,5.1,5.25,374,0.5329,-0.2019,0.0066,460
04/26/2019,NFLX190426C00332500,0,0,34.6,35.2,0,0.5368,0.7781,0.0069,14,332.500,NFLX190426P00332500,5.75,0.5,5.65,5.8,48,0.5301,-0.2193,0.0069,101
04/26/2019,NFLX190426C00335000,0,0,32.7,33.3,0,0.5368,0.759,0.0072,13,335.000,NFLX190426P00335000,6.15,0.375,6.25,6.4,54,0.5275,-0.2376,0.0073,168
04/26/2019,NFLX190426C00337500,0,0,30.85,31.45,0,0.5329,0.7404,0.0076,3,337.500,NFLX190426P00337500,6.92,0.57,6.9,7.05,46,0.525,-0.2569,0.0076,111
04/26/2019,NFLX190426C00340000,29.6,-4.35,29.2,29.65,9,0.5282,0.7213,0.0079,25,340.000,NFLX190426P00340000,7.75,0.775,7.6,7.8,50,0.5226,-0.2769,0.008,233
04/26/2019,NFLX190426C00342500,27.45,-4.625,27.45,27.9,1,0.5263,0.7004,0.0082,4,342.500,NFLX190426P00342500,8.36,0.71,8.35,8.55,21,0.52,-0.2977,0.0083,94
04/26/2019,NFLX190426C00345000,27.15,-3.175,25.75,26.25,6,0.5242,0.679,0.0085,70,345.000,NFLX190426P00345000,8.95,0.6,9.15,9.3,26,0.5173,-0.3192,0.0086,179
04/26/2019,NFLX190426C00347500,26.25,-2.35,24.15,24.6,1,0.5211,0.6571,0.0088,14,347.500,NFLX190426P00347500,9.95,0.8,10,10.2,8,0.5154,-0.3415,0.0089,146
04/26/2019,NFLX190426C00350000,23.45,-3.475,22.6,22.95,11,0.5188,0.6345,0.009,279,350.000,NFLX190426P00350000,11,1.05,10.9,11.15,93,0.5133,-0.3644,0.0091,487
04/26/2019,NFLX190426C00352500,22.2,-3.1,21.05,21.45,11,0.5153,0.6115,0.0093,19,352.500,NFLX190426P00352500,11.9,1.075,11.9,12.1,41,0.51,-0.3877,0.0093,169
04/26/2019,NFLX190426C00355000,20.42,-3.33,19.55,19.95,5,0.5125,0.5879,0.0095,102,355.000,NFLX190426P00355000,12.95,1.2,12.9,13.15,144,0.5073,-0.4115,0.0095,432
04/26/2019,NFLX190426C00357500,18.9,-3.3,18.2,18.55,28,0.5101,0.5639,0.0096,64,357.500,NFLX190426P00357500,13.75,1.05,14,14.25,60,0.5051,-0.4358,0.0097,116
04/26/2019,NFLX190426C00360000,17,-3.75,16.85,17.15,137,0.5075,0.5395,0.0097,373,360.000,NFLX190426P00360000,15.3,1.55,15.1,15.4,206,0.5017,-0.4604,0.0098,533
04/26/2019,NFLX190426C00362500,15.85,-3.475,15.55,15.85,101,0.5045,0.5149,0.0098,204,362.500,NFLX190426P00362500,16.35,1.55,16.3,16.6,68,0.4996,-0.4852,0.0099,139
04/26/2019,NFLX190426C00365000,14.45,-3.525,14.3,14.65,112,0.5004,0.49,0.0099,271,365.000,NFLX190426P00365000,17.53,1.58,17.55,17.85,78,0.4956,-0.5103,0.01,393
04/26/2019,NFLX190426C00367500,13.52,-3.13,13.15,13.45,274,0.4968,0.465,0.01,207,367.500,NFLX190426P00367500,18.45,1.325,18.85,19.2,11,0.492,-0.5356,0.0101,32
04/26/2019,NFLX190426C00370000,12.25,-3.125,11.95,12.3,94,0.4935,0.44,0.01,338,370.000,NFLX190426P00370000,21.15,2.775,20.2,20.55,6,0.4887,-0.5608,0.01,686
04/26/2019,NFLX190426C00372500,11.1,-3.1,10.9,11.25,82,0.4907,0.4152,0.0099,160,372.500,NFLX190426P00372500,21.15,1.475,21.65,22,1,0.4851,-0.5861,0.01,211
04/26/2019,NFLX190426C00375000,10.4,-2.65,9.9,10.2,77,0.4859,0.39,0.0098,246,375.000,NFLX190426P00375000,23.75,2.725,23.15,23.5,4,0.4811,-0.6113,0.0099,20
04/26/2019,NFLX190426C00377500,9.3,-2.65,9,9.25,13,0.4825,0.3655,0.0097,81,377.500,NFLX190426P00377500,0,0,24.7,25.05,0,0.4784,-0.6359,0.0098,3
04/26/2019,NFLX190426C00380000,8.25,-2.675,8.1,8.4,80,0.4803,0.3417,0.0095,375,380.000,NFLX190426P00380000,27.21,3.31,26.3,26.7,1,0.4752,-0.6602,0.0096,27
04/26/2019,NFLX190426C00382500,7.4,-2.525,7.3,7.5,72,0.477,0.3181,0.0093,314,382.500,NFLX190426P00382500,27.75,2.325,27.95,28.3,1,0.4719,-0.6841,0.0094,10
04/26/2019,NFLX190426C00385000,7,-2.05,6.55,6.8,32,0.4744,0.2952,0.0091,323,385.000,NFLX190426P00385000,0,0,29.75,30.25,0,0.4691,-0.7071,0.0091,22
04/26/2019,NFLX190426C00387500,6.25,-1.925,5.9,6.1,21,0.4716,0.273,0.0088,61,387.500,NFLX190426P00387500,0,0,31.4,32.1,0,0.4667,-0.7294,0.0088,0
04/26/2019,NFLX190426C00390000,5.3,-2.1,5.25,5.45,89,0.4686,0.2515,0.0085,355,390.000,NFLX190426P00390000,33.3,2.9,33.35,33.9,5,0.4638,-0.7509,0.0085,11
04/26/2019,NFLX190426C00392500,5.1,-1.525,4.65,4.85,45,0.4656,0.2307,0.0081,64,392.500,NFLX190426P00392500,35.05,2.8,35.25,35.8,6,0.4616,-0.7714,0.0082,6
04/26/2019,NFLX190426C00395000,4.65,-1.325,4.15,4.3,80,0.4647,0.2119,0.0078,133,395.000,NFLX190426P00395000,0,0,37.15,37.9,0,0.4573,-0.7922,0.0078,1
04/26/2019,NFLX190426C00397500,3.93,-1.445,3.65,3.85,65,0.4619,0.193,0.0074,131,397.500,NFLX190426P00397500,38.6,2.625,39.2,39.8,18,0.4564,-0.81,0.0074,18
04/26/2019,NFLX190426C00400000,3.4,-1.375,3.25,3.45,379,0.4617,0.1767,0.007,654,400.000,NFLX190426P00400000,41.41,3.485,41.35,41.9,1,0.4584,-0.8251,0.007,10
04/26/2019,NFLX190426C00402500,3.22,-1.055,2.91,3,83,0.461,0.1609,0.0066,115,402.500,NFLX190426P00402500,0,0,43.45,44.05,0,0.4563,-0.8417,0.0066,16
04/26/2019,NFLX190426C00405000,2.78,-1.045,2.57,2.67,26,0.4591,0.1456,0.0062,82,405.000,NFLX190426P00405000,45.6,3.65,45.6,46.2,6,0.4548,-0.8568,0.0062,12
04/26/2019,NFLX190426C00410000,2.04,-1.01,2,2.09,28,0.4581,0.1192,0.0054,157,410.000,NFLX190426P00410000,0,0,49.95,50.85,0,0.4523,-0.8839,0.0054,4
04/26/2019,NFLX190426C00415000,1.6,-0.81,1.56,1.65,24,0.4585,0.0974,0.0047,146,415.000,NFLX190426P00415000,54.8,4.3,54.5,55.45,3,0.4586,-0.9025,0.0047,7
04/26/2019,NFLX190426C00420000,1.31,-0.59,1.22,1.3,67,0.46,0.0794,0.004,537,420.000,NFLX190426P00420000,57.3,2.25,59.25,59.95,12,0.4596,-0.9207,0.004,25
04/26/2019,NFLX190426C00425000,1,-0.515,0.96,1.04,28,0.4626,0.0648,0.0034,125,425.000,NFLX190426P00425000,64.2,4.575,64,64.7,3,0.4642,-0.9344,0.0034,14
04/26/2019,NFLX190426C00430000,0.84,-0.365,0.76,0.83,23,0.4655,0.0527,0.0029,88,430.000,NFLX190426P00430000,0,0,68.8,69.55,0,0.4694,-0.9456,0.0029,11
04/26/2019,NFLX190426C00435000,0.72,-0.245,0.6,0.67,23,0.4701,0.0434,0.0024,124,435.000,NFLX190426P00435000,0,0,71.8,74.6,0,0.4915,-0.9486,0.0027,21
04/26/2019,NFLX190426C00440000,0.55,-0.235,0.49,0.55,45,0.4755,0.0359,0.0021,128,440.000,NFLX190426P00440000,0,0,76.6,79.5,0,0.4966,-0.957,0.0023,6
04/26/2019,NFLX190426C00445000,0.42,-0.235,0.4,0.45,59,0.4812,0.0298,0.0018,150,445.000,NFLX190426P00445000,0,0,82.3,85.4,0,0.05,-0.9999,0,23
04/26/2019,NFLX190426C00450000,0.39,-0.15,0.33,0.38,108,0.4888,0.0252,0.0015,377,450.000,NFLX190426P00450000,0,0,87.25,90.4,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00455000,0.3,-0.15,0.27,0.32,11,0.4939,0.0209,0.0013,46,455.000,NFLX190426P00455000,0,0,92.2,95.2,0,0.5368,-0.9686,0.0016,10
04/26/2019,NFLX190426C00460000,0.3,-0.085,0.22,0.27,1,0.5015,0.0178,0.0011,27,460.000,NFLX190426P00460000,0,0,97.1,100.4,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00465000,0,0,0.18,0.24,0,0.5078,0.0151,0.0009,48,465.000,NFLX190426P00465000,0,0,102.1,105.1,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00470000,0.18,-0.105,0.12,0.22,20,0.5167,0.0131,0.0008,92,470.000,NFLX190426P00470000,0,0,107.05,110.3,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00475000,0.17,-0.08,0.1,0.21,1,0.5295,0.012,0.0007,16,475.000,NFLX190426P00475000,0,0,112.1,115.25,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00480000,0,0,0.08,0.19,0,0.5356,0.0102,0.0006,6,480.000,NFLX190426P00480000,0,0,117.05,120.25,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00485000,0,0,0.06,0.17,0,0.5474,0.0094,0.0006,4,485.000,NFLX190426P00485000,0,0,122.05,125.25,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00490000,0,0,0.08,0.16,0,0.5569,0.0084,0.0005,13,490.000,NFLX190426P00490000,0,0,127.05,130.35,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00495000,0,0,0.04,0.15,0,0.5627,0.0072,0.0004,1,495.000,NFLX190426P00495000,0,0,132.1,135.2,0,0.05,-0.9999,0,0
04/26/2019,NFLX190426C00500000,0.1,-0.035,0.03,0.1,3,0.5696,0.0063,0.0004,23,500.000,NFLX190426P00500000,0,0,137.1,140.15,0,0.05,-0.9999,0,0
05/03/2019,NFLX190503C00235000,0,0,125.05,128.6,0,0.677,0.9942,0.0003,0,235.000,NFLX190503P00235000,0,0,0,0.13,0,0.623,-0.0032,0.0002,2
05/03/2019,NFLX190503C00240000,0,0,120.05,123.55,0,0.6823,0.9915,0.0004,0,240.000,NFLX190503P00240000,0,0,0.01,0.13,0,0.6055,-0.0038,0.0002,50
05/03/2019,NFLX190503C00245000,0,0,115.1,118.65,0,0.6364,0.9924,0.0003,0,245.000,NFLX190503P00245000,0.12,0.025,0.05,0.16,1,0.6041,-0.0054,0.0003,20
05/03/2019,NFLX190503C00250000,0,0,110.05,113.7,0,0.674,0.9855,0.0006,0,250.000,NFLX190503P00250000,0,0,0.07,0.19,0,0.5936,-0.007,0.0003,21
05/03/2019,NFLX190503C00255000,0,0,105.1,108.7,0,0.6272,0.9866,0.0006,0,255.000,NFLX190503P00255000,0,0,0.11,0.23,0,0.5859,-0.0091,0.0004,0
05/03/2019,NFLX190503C00260000,0,0,100.3,103.8,0,0.69,0.9726,0.001,1,260.000,NFLX190503P00260000,0.23,-0.005,0.16,0.29,1,0.5723,-0.0112,0.0005,8
05/03/2019,NFLX190503C00265000,0,0,95.3,98.85,0,0.6618,0.9703,0.0011,0,265.000,NFLX190503P00265000,0,0,0.23,0.37,0,0.5681,-0.015,0.0007,238
05/03/2019,NFLX190503C00270000,93.5,-3.925,90.65,93.95,3,0.6168,0.971,0.0011,3,270.000,NFLX190503P00270000,0.46,0.06,0.32,0.44,9,0.559,-0.019,0.0009,21
05/03/2019,NFLX190503C00275000,0,0,85.55,89.1,0,0.5773,0.9708,0.0012,2,275.000,NFLX190503P00275000,0,0,0.44,0.56,0,0.5519,-0.0242,0.0011,65
05/03/2019,NFLX190503C00280000,0,0,81,84.2,0,0.5564,0.9667,0.0014,0,280.000,NFLX190503P00280000,0.65,0.005,0.59,0.69,205,0.5445,-0.0306,0.0013,412
05/03/2019,NFLX190503C00285000,0,0,76.05,79.35,0,0.5843,0.9494,0.0019,0,285.000,NFLX190503P00285000,0.82,0,0.77,0.86,200,0.5353,-0.0379,0.0016,436
05/03/2019,NFLX190503C00290000,0,0,72.35,73.25,0,0.5439,0.9482,0.0021,0,290.000,NFLX190503P00290000,1.04,0.015,1,1.1,21,0.5295,-0.0477,0.002,48
05/03/2019,NFLX190503C00295000,0,0,67.65,68.55,0,0.5307,0.9383,0.0024,4,295.000,NFLX190503P00295000,1.41,0.12,1.28,1.37,15,0.5223,-0.0592,0.0024,111
05/03/2019,NFLX190503C00300000,0,0,63.1,65.8,0,0.5267,0.9237,0.0029,0,300.000,NFLX190503P00300000,1.79,0.19,1.64,1.72,1,0.5163,-0.0728,0.0028,133
05/03/2019,NFLX190503C00305000,0,0,58.45,61.5,0,0.5202,0.9074,0.0034,0,305.000,NFLX190503P00305000,2.02,0.04,2.05,2.15,8,0.5107,-0.0889,0.0033,125
05/03/2019,NFLX190503C00310000,55.25,-4.3,54.15,54.85,3,0.5131,0.8889,0.0039,2,310.000,NFLX190503P00310000,2.59,0.16,2.57,2.66,29,0.5048,-0.1078,0.0039,90
05/03/2019,NFLX190503C00315000,0,0,49.65,50.7,0,0.5071,0.8671,0.0045,0,315.000,NFLX190503P00315000,3.09,0.1,3.15,3.35,16,0.4981,-0.1291,0.0045,34
05/03/2019,NFLX190503C00320000,47.19,-3.56,45.55,46.25,2,0.4995,0.8432,0.0051,12,320.000,NFLX190503P00320000,3.95,0.275,3.9,4.05,18,0.493,-0.1541,0.0051,67
05/03/2019,NFLX190503C00322500,0,0,43.35,46,0,0.4975,0.8293,0.0054,0,322.500,NFLX190503P00322500,0,0,4.3,4.5,0,0.4913,-0.1681,0.0054,19
05/03/2019,NFLX190503C00325000,0,0,41.35,44,0,0.4939,0.8153,0.0057,1,325.000,NFLX190503P00325000,4.88,0.405,4.8,4.95,17,0.4883,-0.1823,0.0057,90
05/03/2019,NFLX190503C00327500,0,0,39.35,40.3,0,0.4906,0.8,0.006,0,327.500,NFLX190503P00327500,5.74,0.815,5.3,5.5,13,0.4857,-0.1976,0.006,22
05/03/2019,NFLX190503C00330000,0,0,37.4,38.35,0,0.4898,0.7833,0.0063,1,330.000,NFLX190503P00330000,5.73,0.355,5.8,6.05,16,0.4827,-0.2134,0.0064,109
05/03/2019,NFLX190503C00332500,0,0,35.5,36.45,0,0.4883,0.7662,0.0066,0,332.500,NFLX190503P00332500,6.3,0.375,6.4,6.6,7,0.4808,-0.2304,0.0067,8
05/03/2019,NFLX190503C00335000,0,0,33.65,34.55,0,0.4823,0.7504,0.007,5,335.000,NFLX190503P00335000,7.35,0.875,7,7.25,5,0.4783,-0.248,0.007,28
05/03/2019,NFLX190503C00337500,0,0,31.85,32.65,0,0.4807,0.732,0.0072,0,337.500,NFLX190503P00337500,7.75,0.65,7.7,7.9,11,0.476,-0.2663,0.0073,43
05/03/2019,NFLX190503C00340000,0,0,30.1,30.85,0,0.4782,0.7132,0.0075,5,340.000,NFLX190503P00340000,8.41,0.685,8.45,8.7,10,0.4745,-0.2857,0.0076,82
05/03/2019,NFLX190503C00342500,0,0,28.35,29.1,0,0.4757,0.6936,0.0078,3,342.500,NFLX190503P00342500,0,0,9.2,9.45,0,0.4715,-0.3052,0.0079,12
05/03/2019,NFLX190503C00345000,0,0,26.85,27.35,0,0.4726,0.6736,0.0081,44,345.000,NFLX190503P00345000,10.1,0.9,10,10.3,4,0.4693,-0.3256,0.0081,95
05/03/2019,NFLX190503C00347500,26.1,-3.525,25.25,25.7,3,0.4708,0.6527,0.0083,22,347.500,NFLX190503P00347500,10.9,0.95,10.9,11.2,1,0.467,-0.3465,0.0084,45
05/03/2019,NFLX190503C00350000,0,0,23.7,24.15,0,0.4676,0.6315,0.0085,37,350.000,NFLX190503P00350000,12.1,1.3,11.85,12.1,5,0.4646,-0.368,0.0086,94
05/03/2019,NFLX190503C00352500,0,0,22.15,22.6,0,0.4656,0.6096,0.0087,14,352.500,NFLX190503P00352500,13.05,1.375,12.8,13.05,3,0.4615,-0.3898,0.0088,59
05/03/2019,NFLX190503C00355000,21.6,-3.2,20.7,21.1,2,0.4636,0.5874,0.0089,93,355.000,NFLX190503P00355000,0,0,13.85,14.15,0,0.4596,-0.4123,0.009,48
05/03/2019,NFLX190503C00357500,0,0,19.2,19.7,0,0.4608,0.5649,0.009,21,357.500,NFLX190503P00357500,15.9,2.3,14.85,15.25,1,0.4574,-0.435,0.0091,44
05/03/2019,NFLX190503C00360000,18.25,-3.575,18,18.3,9,0.4571,0.542,0.0092,119,360.000,NFLX190503P00360000,16.15,1.475,16.05,16.35,32,0.4552,-0.458,0.0092,97
05/03/2019,NFLX190503C00362500,16.8,-3.625,16.7,17.05,7,0.4559,0.5189,0.0092,37,362.500,NFLX190503P00362500,17.5,1.75,17.25,17.55,15,0.4527,-0.4813,0.0093,36
05/03/2019,NFLX190503C00365000,16.22,-2.855,15.45,15.75,8,0.4525,0.4956,0.0093,67,365.000,NFLX190503P00365000,18.15,1.275,18.5,18.85,4,0.4507,-0.5046,0.0094,136
05/03/2019,NFLX190503C00367500,15.1,-2.625,14.3,14.55,27,0.4502,0.4722,0.0093,88,367.500,NFLX190503P00367500,0,0,19.8,20.15,1,0.4472,-0.5283,0.0094,42
05/03/2019,NFLX190503C00370000,13.33,-3.17,13.15,13.4,24,0.4472,0.4488,0.0093,106,370.000,NFLX190503P00370000,20.75,1.425,21.15,21.55,16,0.4448,-0.5518,0.0094,248
